name,gender,City,State,Age,charges
adil khan,m,Panchkula,Haryana,25,"Violation of traffic signals, Counterfeiting currency (Sec 489A), Money laundering (PMLA)"
renu_21.0,f,Aligarh,Uttar Pradesh,35,Sexual offences against children (POSCO Act)
smt babbli,f,Indore,Madhya Pradesh,54,"Unlawful activities (UAPA), Forgery (Sec 463)"
mariam  mumtaz,f,Chanda,Maharashtra,23,Bigamy (Sec 494)
laja,f,Bhilwara,Rajasthan,49,Cyber stalking
laxami_1.0,f,Ghandinagar,Gujarat,62,"Criminal breach of trust (Sec 405), Counterfeiting currency (Sec 489A), Fraud"
aardhna,f,Davangere,Karnataka,68,"Criminal contempt, Robbery (Sec 392)"
mukesh_13.0,m,Bhiwani,Haryana,42,Sedition (Sec 124A)
rupak singh,m,Panipat,Haryana,78,"Extortion (Sec 383), Partition suits"
gautam_1.0,m,Gulbarga,Karnataka,31,"Hacking, Waging war against the Government (Sec 121)"
meena_13.0,f,Mahabubnagar,Telangana,40,Culpable homicide (Sec 304)
suneeta,f,Mumbai,Maharashtra,78,Cheating (Sec 415)
anshika kumari,f,Rajahmundry,Andhra Pradesh,28,"Property disputes, Online harassment, Waging war against the Government (Sec 121)"
victor singlai,m,Karimnagar,Telangana,60,Drunk driving
sumit_11.0,m,Gangtok,Sikkim,24,Narcotic Drugs and Psychotropic Substances offences (NDPS Act)
rubina_1.0,f,Bhagalpur,Bihar,26,"Forgery (Sec 463), Dowry death (Sec 304B), Theft (Sec 378)"
dev,m,Haora,West Bengal,46,"Atrocities against SC/ST (SC/ST Act), Culpable homicide (Sec 304), Murder (Sec 302)"
raghubir singh_1.0,m,Vishakhapatnam,Andhra Pradesh,40,Forgery (Sec 463)
dharmender_5.0,m,Tonk,Rajasthan,47,Online harassment
sunita_24.0,f,Valparai,Tamil Nadu ,60,Assault (Sec 351)
km puja,f,Tirunelveli,Tamil Nadu ,76,Criminal misappropriation (Sec 403)
mr. shaitan,m,Pali,Rajasthan,77,"Kidnapping (Sec 363–369), Driving without a license"
hari mohan,m,Panchkula,Haryana,76,"Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Cheating (Sec 415), Kidnapping (Sec 363–369)"
harish kumar_2.0,m,Fyzabad,Uttar Pradesh,40,Hacking
kumari roshan,f,Patiala,Punjab,69,Culpable homicide (Sec 304)
abida,f,Kolhapur,Maharashtra,47,Illegal possession or use of arms (Arms Act)
rakesh_8.0,m,Gaya,Bihar,62,"Property disputes, Atrocities against SC/ST (SC/ST Act), Civil contempt"
mehak_1.0,f,Nalgonda,Telangana,76,Counterfeiting currency (Sec 489A)
atul parasar,m,Amaravati,Maharashtra,67,"Rape (Sec 376), Unlawful activities (UAPA), Pollution Control Board violations"
shrimati vipin,f,Bhiwandi,Maharashtra,20,"Violation of traffic signals, Extortion (Sec 383)"
dinesh  sen,m,Valparai,Tamil Nadu ,80,Illegal possession or use of arms (Arms Act)
roshani_3.0,f,Malegaon Camp,Maharashtra,53,Rape (Sec 376)
mithlesh_1.0,f,Delhi,Delhi,62,Forgery (Sec 463)
lata_1.0,f,Tharati Etawah,Uttar Pradesh,57,Money laundering
mahammd sarfroj,m,Bhiwandi,Maharashtra,43,"Drunk driving, Online harassment, Property disputes"
jakir,m,Hyderabad,Telangana,51,"Fraud, Counterfeiting currency (Sec 489A)"
dharmender s/o,m,Nalgonda,Telangana,58,Rape (Sec 376)
rajeev kumar_4.0,m,Madurai,Tamil Nadu ,68,"Drunk driving, Bigamy (Sec 494), Murder (Sec 302)"
vikash_9.0,m,Kollam,Kerala,30,"Criminal contempt, Abetment of suicide (Sec 306), Cruelty by husband or relatives (Sec 498A)"
usha_6.0,f,Ghaziabad,Uttar Pradesh,45,"Counterfeiting currency (Sec 489A), Atrocities against SC/ST (SC/ST Act)"
smt vandana,f,Brajrajnagar,Odisha,42,"Pollution Control Board violations, Consumer complaints, Partition suits"
sunita_25.0,f,Latur,Maharashtra,49,Money laundering (PMLA)
preeti_23.0,f,Kakinada,Andhra Pradesh,55,"Dowry death (Sec 304B), Bigamy (Sec 494)"
rupesh_2.0,m,Madurai,Tamil Nadu ,55,"Criminal misappropriation (Sec 403), Fraud, Dacoity (Sec 395)"
suraj panday,m,Shillong ,Meghalaya,27,"Illegal possession or use of arms (Arms Act), Land encroachment"
arti_16.0,f,Gurugram,Haryana,73,"Attempt to murder (Sec 307), Murder (Sec 302)"
sarangthem monika,f,Itanagar,Arunachal Pradesh,28,Cruelty by husband or relatives (Sec 498A)
shiv pal,m,Calicut,Kerala,52,"Pollution Control Board violations, Dacoity (Sec 395), Money laundering (PMLA)"
naresh paswan,m,Shimla,Himachal Pradesh,31,Sedition (Sec 124A)
meena turi,f,Kurnool,Andhra Pradesh,53,"Violation of traffic signals, Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Pollution Control Board violations"
deepak_34.0,m,Guwahati,Assam,58,Money laundering
durga_2.0,f,Shahbazpur,Uttar Pradesh,50,"Counterfeiting currency (Sec 489A), Bigamy (Sec 494)"
babita_12.0,f,Kolkata ,West Bengal,25,Theft (Sec 378)
soni_14.0,f,Saugor,Madhya Pradesh,44,Unlawful activities (UAPA)
janki,f,Kakinada,Andhra Pradesh,52,"Cyber stalking, Land encroachment, Concealing intent to wage war (Sec 123)"
aslam,m,Sirsa,Haryana,40,"Waging war against the Government (Sec 121), Driving without a license"
krishna_5.0,f,Ghandinagar,Gujarat,70,"Civil contempt, Pollution Control Board violations, Concealing intent to wage war (Sec 123)"
salima,f,Saugor,Madhya Pradesh,79,Environmental violations (EPA)
bhagwati_1.0,f,Davangere,Karnataka,37,"Theft (Sec 378), Culpable homicide (Sec 304), Sexual offences against children (POSCO Act)"
mohsin_1.0,m,Haora,West Bengal,79,Narcotic Drugs and Psychotropic Substances offences (NDPS Act)
manju_20.0,f,Jhansi,Uttar Pradesh,76,"Forgery (Sec 463), Divorce and matrimonial issues, Money laundering (PMLA)"
bishana ram,m,Aligarh,Uttar Pradesh,56,"Money laundering (PMLA), Civil contempt"
girijarani,f,Barddhaman,West Bengal,53,"Data theft, Bigamy (Sec 494), Dowry death (Sec 304B)"
kabul singh,m,Karimnagar,Telangana,54,Property disputes
pushpa jha,f,Nellore,Andhra Pradesh,25,Cyber stalking
preeti_24.0,f,Aurangabad,Bihar,61,Divorce and matrimonial issues
amba lal,m,Kagaznagar,Andhra Pradesh,68,Dacoity (Sec 395)
karishma_3.0,f,Jabalpur,Madhya Pradesh,44,"Partition suits, Violation of traffic signals"
anuj kumar_1.0,m,Saharanpur,Uttar Pradesh,61,"Rape (Sec 376), Criminal breach of trust (Sec 405)"
nirma_2.0,f,Tezpur,Assam,42,"Kidnapping (Sec 363–369), Child custody"
charu,f,Vellore,Tamil Nadu ,53,"Bigamy (Sec 494), Breach of contract, Concealing intent to wage war (Sec 123)"
sarmila devi,f,Shiliguri,West Bengal,51,"Money laundering (PMLA), Violation of traffic signals, Dacoity (Sec 395)"
bahadur,m,Nalgonda,Telangana,49,"Atrocities against SC/ST (SC/ST Act), Attempt to murder (Sec 307), Assault (Sec 351)"
wasim_1.0,m,Bamanpuri,Uttar Pradesh,45,"Money laundering, Property disputes"
vidhi singh,m,Mumbai,Maharashtra,57,"Drunk driving, Murder (Sec 302)"
mohd ujjam,m,Kolkata ,West Bengal,44,"Cruelty by husband or relatives (Sec 498A), Criminal breach of trust (Sec 405), Forgery (Sec 463)"
pankaj_5.0,m,Haldia,West Bengal,53,Criminal contempt
manoj kumar_12.0,m,Tezpur,Assam,51,"Forgery (Sec 463), Criminal contempt, Overspeeding"
dinesh garg,m,Sirsa,Haryana,50,"Robbery (Sec 392), Dacoity (Sec 395)"
ravi bhushan,m,Shimoga,Karnataka,25,"Cruelty by husband or relatives (Sec 498A), Sexual offences against children (POSCO Act), Attempt to murder (Sec 307)"
manisha kumari,f,Mirzapur,Uttar Pradesh,53,"Overspeeding, Kidnapping (Sec 363–369)"
jasoda,f,Indore,Madhya Pradesh,59,"Online harassment, Criminal breach of trust (Sec 405)"
iqram,m,Muzaffarpur,Bihar,43,"Child custody, Money laundering (PMLA), Robbery (Sec 392)"
sivani devi,f,Rohtak,Haryana,48,"Consumer complaints, Robbery (Sec 392), Counterfeiting currency (Sec 489A)"
uday veer,m,Saharanpur,Uttar Pradesh,76,Atrocities against SC/ST (SC/ST Act)
aditya_3.0,m,Saharanpur,Uttar Pradesh,27,"Dacoity (Sec 395), Extortion (Sec 383), Dowry death (Sec 304B)"
dinesh kumar_5.0,m,Vadodara,Gujarat,77,Sexual offences against children (POSCO Act)
kishan_2.0,m,Jamshedpur,Jharkhand,54,Drunk driving
arif_3.0,m,Dhanbad,Jharkhand,24,"Forgery (Sec 463), Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Pollution Control Board violations"
rajkumar chawla,m,Ratlam,Madhya Pradesh,43,"Murder (Sec 302), Sexual offences against children (POSCO Act), Criminal contempt"
soni devi_3.0,f,Faridabad,Haryana,40,Driving without a license
kavita_22.0,f,Jorhat,Assam,78,"Culpable homicide (Sec 304), Sedition (Sec 124A)"
shri  chatru,m,Chirala,Andhra Pradesh,36,"Sedition (Sec 124A), Abetment of suicide (Sec 306)"
arun_3.0,m,Aligarh,Uttar Pradesh,45,"Adultery (Sec 497 now decriminalized), Criminal misappropriation (Sec 403), Atrocities against SC/ST (SC/ST Act)"
momin,m,Nanded,Maharashtra,48,Overspeeding
divyansh,m,Karur,Tamil Nadu ,64,"Robbery (Sec 392), Bigamy (Sec 494)"
pardeep_3.0,m,Kota,Rajasthan,21,"Illegal possession or use of arms (Arms Act), Bigamy (Sec 494)"
nitu_5.0,f,Saharanpur,Uttar Pradesh,44,"Fraud, Cheating (Sec 415)"
sambhu,m,Panipat,Haryana,74,"Cyber stalking, Bigamy (Sec 494), Criminal misappropriation (Sec 403)"
mercy,f,Mirzapur,Uttar Pradesh,33,"Money laundering, Cyber stalking, Cruelty by husband or relatives (Sec 498A)"
palvinder kaur,f,Nagercoil,Tamil Nadu ,34,"Criminal breach of trust (Sec 405), Dowry death (Sec 304B), Narcotic Drugs and Psychotropic Substances offences (NDPS Act)"
pooja_91.0,f,Navsari,Gujarat,46,"Criminal contempt, Attempt to murder (Sec 307)"
ramakant,m,Nizamabad,Telangana,27,"Bigamy (Sec 494), Dacoity (Sec 395)"
shanno,f,Ambala,Haryana,31,"Property disputes, Money laundering, Assault (Sec 351)"
kamal sharma,m,Raurkela,Odisha,33,Cheating (Sec 415)
ravi@ yadram,m,Panaji,Goa,79,"Sexual offences against children (POSCO Act), Dowry death (Sec 304B)"
jyoti gaba,f,Ratlam,Madhya Pradesh,34,"Sexual offences against children (POSCO Act), Divorce and matrimonial issues"
versha_3.0,f,Ghandinagar,Gujarat,52,"Dacoity (Sec 395), Sexual offences against children (POSCO Act), Partition suits"
vishal_11.0,m,Hospet,Karnataka,48,Breach of contract
mahvish,f,Gwalior,Madhya Pradesh,78,Money laundering
manisha_22.0,f,Kurnool,Andhra Pradesh,54,"Consumer complaints, Kidnapping (Sec 363–369)"
nasir,m,Pilibhit,Uttar Pradesh,77,Pollution Control Board violations
monika_12.0,f,Silvassa,Dadra and Nagar Haveli,62,"Violation of traffic signals, Bigamy (Sec 494)"
seema_24.0,f,Fyzabad,Uttar Pradesh,49,"Pollution Control Board violations, Assault (Sec 351)"
malti_2.0,f,Rohtak,Haryana,71,Dowry death (Sec 304B)
ram kishor_1.0,m,Brajrajnagar,Odisha,52,Theft (Sec 378)
luxmi,f,Calicut,Kerala,37,"Sexual offences against children (POSCO Act), Overspeeding, Driving without a license"
pushpa kumari,f,Surat,Gujarat,45,Land encroachment
durga_3.0,f,Karur,Tamil Nadu ,75,Cheating (Sec 415)
ujir khan,m,Shimoga,Karnataka,28,"Environmental violations (EPA), Assault (Sec 351), Property disputes"
muskan_8.0,f,Nellore,Andhra Pradesh,69,Waging war against the Government (Sec 121)
sosri bai,f,Kalyan,Maharashtra,36,"Rape (Sec 376), Consumer complaints"
khushbu_10.0,f,Kohima,Nagaland,62,"Violation of traffic signals, Attempt to murder (Sec 307), Partition suits"
sunita_26.0,f,Ambala,Haryana,42,"Drunk driving, Adultery (Sec 497 now decriminalized)"
dinkar sharma,m,Tharati Etawah,Uttar Pradesh,76,"Fraud, Property disputes"
bhoop singh_2.0,m,Dibrugarh,Assam,59,Fraud
uma_1.0,f,Tuticorin,Tamil Nadu ,36,"Violation of traffic signals, Hacking, Consumer complaints"
sachidanand,m,Rajkot,Gujarat,22,Money laundering
pooja kumari,f,Tuticorin,Tamil Nadu ,55,"Forgery (Sec 463), Abetment of suicide (Sec 306)"
urmila_4.0,f,Khanapur,Maharashtra,65,"Breach of contract, Cyber stalking"
vivek_2.0,m,Saidpur,Jammu and Kashmir,79,"Criminal misappropriation (Sec 403), Environmental violations (EPA), Illegal possession or use of arms (Arms Act)"
hina_3.0,f,Nalgonda,Telangana,65,"Murder (Sec 302), Counterfeiting currency (Sec 489A)"
sonam_15.0,f,Baramula,Jammu and Kashmir,47,"Criminal breach of trust (Sec 405), Waging war against the Government (Sec 121)"
shilpa_1.0,f,Akola,Maharashtra,71,"Criminal breach of trust (Sec 405), Drunk driving, Pollution Control Board violations"
balbir gela,m,Udaipur,Rajasthan,47,"Unlawful activities (UAPA), Money laundering (PMLA)"
rambhool,m,Dispur,Assam,38,"Divorce and matrimonial issues, Breach of contract"
gunjan upadhayay,f,Kurnool,Andhra Pradesh,74,Land encroachment
raman d/o,f,Bhubaneshwar,Odisha,25,"Bigamy (Sec 494), Extortion (Sec 383)"
sahina,f,Raichur,Karnataka,76,"Divorce and matrimonial issues, Breach of contract, Counterfeiting currency (Sec 489A)"
miss santosh,f,Tirupati,Andhra Pradesh,43,Counterfeiting currency (Sec 489A)
sunil_9.0,m,Raichur,Karnataka,67,Waging war against the Government (Sec 121)
rajiya_1.0,f,Pilibhit,Uttar Pradesh,64,"Forgery (Sec 463), Breach of contract"
sanjay kumar_3.0,m,Cuddalore,Tamil Nadu ,42,"Cheating (Sec 415), Criminal breach of trust (Sec 405), Illegal possession or use of arms (Arms Act)"
mandeep singh,m,Puducherry,Puducherry,32,"Forgery (Sec 463), Criminal breach of trust (Sec 405), Money laundering (PMLA)"
shama,f,Alipurduar,West Bengal,78,Cyber stalking
bir singh,m,Chanda,Maharashtra,46,"Overspeeding, Divorce and matrimonial issues, Civil contempt"
yash mittal,m,Gulbarga,Karnataka,49,"Criminal misappropriation (Sec 403), Hacking, Cheating (Sec 415)"
megharam,m,Indore,Madhya Pradesh,24,Cheating (Sec 415)
sunny_4.0,m,Bengaluru,Karnataka,49,"Sexual offences against children (POSCO Act), Child custody, Divorce and matrimonial issues"
smt mota,f,Nasik,Maharashtra,25,"Cheating (Sec 415), Forgery (Sec 463)"
gagandeep,m,Nagercoil,Tamil Nadu ,72,"Bigamy (Sec 494), Sexual offences against children (POSCO Act)"
kuldeep_5.0,m,Tirunelveli,Tamil Nadu ,56,"Theft (Sec 378), Property disputes"
pushpa_4.0,f,Kavaratti,Lakshadweep,69,"Forgery (Sec 463), Online harassment"
smt priti,f,Nalgonda,Telangana,30,Counterfeiting currency (Sec 489A)
basant_2.0,m,Warangal,Telangana,24,"Land encroachment, Child custody"
julee,f,Kolkata ,West Bengal,71,"Criminal breach of trust (Sec 405), Unlawful activities (UAPA), Land encroachment"
heena_13.0,f,Sirsa,Haryana,58,"Cyber stalking, Civil contempt"
preety_1.0,f,Tharati Etawah,Uttar Pradesh,61,"Sexual offences against children (POSCO Act), Atrocities against SC/ST (SC/ST Act)"
naresh_5.0,m,Bhatpara,West Bengal,53,"Culpable homicide (Sec 304), Hacking"
manju_21.0,f,Shillong ,Meghalaya,54,Narcotic Drugs and Psychotropic Substances offences (NDPS Act)
nirmla koli,f,Surat,Gujarat,76,Criminal contempt
barjraj,m,Bhiwani,Haryana,62,"Criminal contempt, Child custody"
kamleshwar kumar,m,Guntur,Andhra Pradesh,56,"Land encroachment, Illegal possession or use of arms (Arms Act)"
sngeeta,f,Machilipatnam,Andhra Pradesh,55,"Money laundering (PMLA), Illegal possession or use of arms (Arms Act)"
dheerendra tiwari,m,Jammu,Jammu and Kashmir,36,"Child custody, Money laundering, Narcotic Drugs and Psychotropic Substances offences (NDPS Act)"
sanjay gomes,m,Ongole,Andhra Pradesh,57,"Cyber stalking, Violation of traffic signals"
savita sharma_1.0,f,Kolar,Karnataka,61,"Attempt to murder (Sec 307), Criminal contempt, Adultery (Sec 497 now decriminalized)"
babbu singh,f,Ambala,Haryana,20,"Property disputes, Money laundering (PMLA), Illegal possession or use of arms (Arms Act)"
akash_7.0,m,Tiruchchirappalli,Tamil Nadu ,25,"Partition suits, Atrocities against SC/ST (SC/ST Act), Pollution Control Board violations"
vikas_3.0,m,Abohar,Punjab,79,Bigamy (Sec 494)
monika_13.0,f,Bilaspur,Chhattisgarh,50,"Divorce and matrimonial issues, Consumer complaints"
shiva_5.0,m,Kollam,Kerala,64,"Theft (Sec 378), Sedition (Sec 124A), Hacking"
anil bhatt,m,Ranchi,Jharkhand,32,"Pollution Control Board violations, Forgery (Sec 463), Environmental violations (EPA)"
mohd shan,m,Bhubaneshwar,Odisha,28,"Divorce and matrimonial issues, Murder (Sec 302)"
rajni_7.0,f,Hubli,Karnataka,25,"Murder (Sec 302), Data theft, Fraud"
sajju,m,Thiruvananthapuram,Kerala,58,"Consumer complaints, Rape (Sec 376), Violation of traffic signals"
vandna_2.0,f,Bakshpur,Uttar Pradesh,40,"Cruelty by husband or relatives (Sec 498A), Attempt to murder (Sec 307)"
ankit_8.0,m,Jorhat,Assam,67,Overspeeding
mantu,m,Bhuj,Gujarat,49,"Online harassment, Murder (Sec 302), Adultery (Sec 497 now decriminalized)"
kishor rai,m,Bhusaval,Maharashtra,33,"Divorce and matrimonial issues, Culpable homicide (Sec 304)"
sabita,f,Bareilly,Uttar Pradesh,73,"Theft (Sec 378), Cheating (Sec 415)"
nosi_1.0,f,Rajkot,Gujarat,40,"Forgery (Sec 463), Drunk driving"
rachana,f,Warangal,Telangana,39,"Dowry death (Sec 304B), Sedition (Sec 124A)"
vishal_12.0,m,Kagaznagar,Andhra Pradesh,55,Illegal possession or use of arms (Arms Act)
dinesh_8.0,m,Bengaluru,Karnataka,66,"Waging war against the Government (Sec 121), Online harassment"
jitender gupta,m,Latur,Maharashtra,57,"Fraud, Driving without a license, Dowry death (Sec 304B)"
aakash_5.0,m,Moradabad,Uttar Pradesh,36,"Sedition (Sec 124A), Civil contempt"
manjit,m,Raichur,Karnataka,58,"Money laundering, Overspeeding, Culpable homicide (Sec 304)"
mohd. samsuddin,m,Gangtok,Sikkim,23,"Adultery (Sec 497 now decriminalized), Violation of traffic signals"
rahul_37.0,m,Jamshedpur,Jharkhand,69,Violation of traffic signals
seema_25.0,f,Shillong ,Meghalaya,63,"Concealing intent to wage war (Sec 123), Property disputes, Bigamy (Sec 494)"
nisha_28.0,f,Sirsa,Haryana,36,Cheating (Sec 415)
riya_1.0,f,Machilipatnam,Andhra Pradesh,60,Attempt to murder (Sec 307)
ankit_9.0,m,Gangtok,Sikkim,64,"Data theft, Land encroachment, Theft (Sec 378)"
al0k awasthi,m,Calicut,Kerala,40,Criminal misappropriation (Sec 403)
sapna_10.0,f,Surat,Gujarat,22,Money laundering
parveen kumar_2.0,m,Kakinada,Andhra Pradesh,77,"Illegal possession or use of arms (Arms Act), Criminal contempt, Culpable homicide (Sec 304)"
shabana_3.0,f,Mumbai,Maharashtra,21,"Extortion (Sec 383), Waging war against the Government (Sec 121), Forgery (Sec 463)"
badri lal,f,Bharatpur,Rajasthan,80,"Robbery (Sec 392), Sedition (Sec 124A), Dowry death (Sec 304B)"
anjli maru,f,Nasik,Maharashtra,30,Consumer complaints
naresh bai,f,Alwar,Rajasthan,64,Concealing intent to wage war (Sec 123)
preetam kumar_1.0,m,Mathura,Uttar Pradesh,70,"Culpable homicide (Sec 304), Cheating (Sec 415), Dowry death (Sec 304B)"
anita_25.0,f,Bijapur,Karnataka,75,"Illegal possession or use of arms (Arms Act), Violation of traffic signals, Waging war against the Government (Sec 121)"
subhod,m,Bengaluru,Karnataka,32,"Breach of contract, Partition suits, Rape (Sec 376)"
aman_9.0,m,Varanasi,Uttar Pradesh,80,"Theft (Sec 378), Environmental violations (EPA)"
manisha_23.0,f,Sirsa,Haryana,33,Waging war against the Government (Sec 121)
mr. satyanara,m,Budaun,Uttar Pradesh,71,"Murder (Sec 302), Adultery (Sec 497 now decriminalized)"
arham hussain,m,Salem,Tamil Nadu ,78,"Kidnapping (Sec 363–369), Breach of contract"
dhannu_1.0,m,Bengaluru,Karnataka,56,"Divorce and matrimonial issues, Forgery (Sec 463)"
neha_31.0,f,Parbhani,Maharashtra,56,"Concealing intent to wage war (Sec 123), Overspeeding"
salman_4.0,m,Mysore,Karnataka,25,"Civil contempt, Consumer complaints"
smt sapna,f,Muzaffarnagar,Uttar Pradesh,79,"Cruelty by husband or relatives (Sec 498A), Partition suits, Property disputes"
ravi_8.0,m,Abohar,Punjab,25,Drunk driving
rashab,m,Latur,Maharashtra,76,"Data theft, Theft (Sec 378), Online harassment"
anil kumar_17.0,m,Rampura,Rajasthan,62,"Murder (Sec 302), Partition suits"
anju_18.0,f,Udaipur,Rajasthan,68,Robbery (Sec 392)
neema mishra,f,Hata,Uttar Pradesh,23,Sedition (Sec 124A)
rajesh metho,m,Machilipatnam,Andhra Pradesh,66,"Cyber stalking, Abetment of suicide (Sec 306), Illegal possession or use of arms (Arms Act)"
narender singh_2.0,m,Agra,Uttar Pradesh,61,Atrocities against SC/ST (SC/ST Act)
ranju sharma,f,Raurkela,Odisha,46,"Sedition (Sec 124A), Money laundering (PMLA), Counterfeiting currency (Sec 489A)"
jatin sharma,m,Navsari,Gujarat,70,"Data theft, Money laundering"
rajni_8.0,f,Hubli,Karnataka,25,"Cruelty by husband or relatives (Sec 498A), Online harassment"
